Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
2016,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,111,Zinacantán,3,Perennes,2,Temporal,200201,Tonelada,8930000,Tejocote,0.9,0.9,0,2.08,2.31,3600,7488
2016,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,172,172,0,61.92,0.36,11300,699696
2016,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,290,290,0,339.3,1.17,3870,1313091
2016,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,67,0,0,0,0,0,0
2016,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,520,519,0,1375.35,2.65,5802.11,7979931.99
2016,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,4,4,0,22.32,5.58,8380,187041.6
2016,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,10,9,0,50.13,5.57,7000,350910
2016,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,8,6,0,18.84,3.14,8539.33,160880.98
2016,7,Chiapas,19,San Cristóbal de las Casas,1,San Cristóbal de Las Casas,119,Santiago El Pinar,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,3,1,0,5.67,5.67,1938.86,10993.34
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,260,260,0,143,0.55,11250,1608750
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,696,696,0,918.72,1.32,3810,3500323.2
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,1123,1123,0,482.89,0.43,11394,5502048.66
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,3906,3906,0,5312.16,1.36,3875,20584620
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,6,6,0,23.1,3.85,6546.17,151216.53
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,2103,2095,0,5426.05,2.59,5802.37,31483949.74
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,14,10,0,57.4,5.74,3670.85,210706.79
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,21,18,0,106.74,5.93,1956.67,208854.96
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,4,Altamirano,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,24,23,0,313.03,13.61,1968.79,616290.33
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,24,Chanal,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,840,840,0,302.4,0.36,11200,3386880
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,24,Chanal,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,1397,1397,0,1592.58,1.14,3860,6147358.8
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,24,Chanal,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,21,19,0,105.26,5.54,8193.5,862447.81
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,24,Chanal,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,111,108,0,562.57,5.21,7250,4078632.5
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,24,Chanal,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,15,14,0,43.12,3.08,8450,364364
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,9050000,Trigo grano,22,22,0,7.7,0.35,4300,33110
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,1297,1297,0,492.86,0.38,11350,5593961
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,2067,2067,0,2418.39,1.17,3875,9371261.25
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,105,0,0,0,0,0,0
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,22,21,0,113.82,5.42,8242.07,938112.41
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,79,76,0,437,5.75,7200,3146400
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,38,Huixtán,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,28,26,0,81.38,3.13,8439.3,686790.23
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,43,43,0,51.6,1.2,3800,196080
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,2444,2444,0,1026.48,0.42,11350,11650548
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,3638,3638,0,4329.22,1.19,3875,16775727.5
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,56,29,0,253.71,8.75,14241.89,3613309.41
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,1869,1864,0,5424.24,2.91,5799.97,31460429.27
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,24,23,0,129.72,5.64,8242.64,1069235.26
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,68,31,0,174.22,5.62,7210,1256126.2
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,64,Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,22,21,0,66.36,3.16,8488.77,563314.78
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,2392,2392,0,2822.56,1.18,3800,10725728
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,1299,1299,0,493.62,0.38,11300,5577906
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,2096,2096,0,2452.32,1.17,3860,9465955.2
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,7,0,0,0,0,0,0
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,2722,2718,0,7039.62,2.59,5802.37,40846479.9
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,70,0,0,0,0,0,0
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,10,6,0,35.22,5.87,3118.57,109836.04
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,11,11,0,64.24,5.84,1936.67,124411.68
2016,7,Chiapas,19,San Cristóbal de las Casas,2,Altamirano/Oxchuc,112,San Juan Cancuc,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,13,11,0,144.43,13.13,1950,281638.5
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,373,373,0,160.39,0.43,11133.62,1785721.2
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,1433,1433,0,2941.79,2.05,3800,11178802
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,164,164,0,57.4,0.35,11320,649768
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,3511,3511,0,4037.65,1.15,3875,15645893.75
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,1771,1768,0,4526.08,2.56,5802.52,26262669.72
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,27,27,0,144.72,5.36,7100,1027512
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,19,16,0,91.84,5.74,3765.86,345856.58
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,3,2,0,6.16,3.08,8576.95,52834.01
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,39,39,0,198.12,5.08,1940.78,384507.33
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,22,Chalchihuitán,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,8,6,0,78.54,13.09,1973.75,155018.33
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),24,24,0,552,23,2830,1562160
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,1,Otoño-Invierno,1,Riego,200201,Tonelada,8100000,Papa,33,33,0,697.95,21.15,8120,5667354
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,344,344,0,146.69,0.43,11171.83,1638795.2
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,954,954,0,1125.72,1.18,3820,4300250.4
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,117,117,0,43.29,0.37,11300,489177
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,3619,3619,0,4234.23,1.17,3875,16407641.25
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,45,31,0,265.33,8.56,14122.16,3747033.13
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,3977,3969,0,11510.1,2.9,5802.16,66783441.82
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,52,50,0,272.5,5.45,7150,1948375
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,10,7,0,39.9,5.7,3072.33,122585.97
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,21,21,0,65.73,3.13,8538.66,561246.12
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,34,34,0,173.06,5.09,1910.24,330586.13
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,26,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,6,4,0,52.48,13.12,1970,103385.6
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,197,197,0,238.37,1.21,3810,908189.7
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,57,57,0,19.38,0.34,11264.91,218313.96
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,1142,1142,0,1324.72,1.16,3860,5113419.2
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,213,210,0,525,2.5,5799.06,3044506.5
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,66,38,0,215.84,5.68,7000,1510880
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,13,12,0,68.64,5.72,3220.29,221040.71
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,5,4,0,12.44,3.11,8550,106362
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,56,Mitontic,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,16,16,0,81.44,5.09,1928.59,157064.37
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,324,324,0,137.52,0.42,11256.17,1547948.7
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,768,768,0,983.04,1.28,3820,3755212.8
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,73,73,0,30.66,0.42,11350.55,348007.86
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,2392,2392,0,2870.4,1.2,3875,11122800
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,6,6,0,44.54,7.42,13209.51,588351.77
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,2291,2285,0,5941,2.6,5803.54,34478831.14
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,85,80,0,471.2,5.89,3859.81,1818742.47
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,17,17,0,87.38,5.14,1939.25,169451.66
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,66,Pantelhó,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,13,11,0,145.97,13.27,1979.28,288915.5
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,55,55,0,19.25,0.35,11264.54,216842.4
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,851,851,0,995.67,1.17,3860,3843286.2
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,127,0,0,0,0,0,0
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,415,411,0,1142.58,2.78,5799.3,6626164.19
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,39,38,0,208.24,5.48,7200,1499328
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,5,4,0,22.64,5.66,3608.12,81687.84
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,24,23,0,73.37,3.19,8588.4,630130.91
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,8,6,0,32.64,5.44,1925.07,62834.28
2016,7,Chiapas,19,San Cristóbal de las Casas,3,Chenalhó,113,Aldama,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,3,2,0,26.26,13.13,1981.27,52028.15
2016,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,77,77,0,2048.2,26.6,7228.36,14805126.95
2016,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,1,Otoño-Invierno,1,Riego,200201,Tonelada,6120000,Chile verde,9,9,0,162,18,7188.27,1164499.74
2016,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,140,140,0,656,4.69,3576.99,2346505.44
2016,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,145,145,0,311.75,2.15,3866.6,1205412.55
2016,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),76,76,0,4920,64.74,7195.83,35403491.4
2016,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,2260,2260,0,1740.2,0.77,12411.68,21598805.54
2016,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,8970,8970,0,16300,1.82,3761.95,61319733
2016,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,122,67,0,555,8.28,15122.52,8392998.6
2016,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,55,20,0,102,5.1,6860.78,699799.56
2016,7,Chiapas,20,Comitán,1,Trinitaria,19,Comitán de Domínguez,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,19,15,0,75.75,5.05,4047.53,306600.4
2016,7,Chiapas,20,Comitán,1,Trinitaria,83,Socoltenango,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,100,100,0,400,4,3674.83,1469932
2016,7,Chiapas,20,Comitán,1,Trinitaria,83,Socoltenango,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,677,677,0,555.14,0.82,12366.26,6865005.58
2016,7,Chiapas,20,Comitán,1,Trinitaria,83,Socoltenango,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,4250,4250,0,8100,1.91,3732.1,30230010
2016,7,Chiapas,20,Comitán,1,Trinitaria,83,Socoltenango,3,Perennes,1,Riego,200201,Tonelada,5820000,Caña de azúcar,5884,5884,0,569656.55,96.81,634.44,361412901.6
2016,7,Chiapas,20,Comitán,1,Trinitaria,83,Socoltenango,3,Perennes,1,Riego,200201,Tonelada,5830000,Semilla de caña de azúcar,207,207,0,20503,99.05,590,12096770
2016,7,Chiapas,20,Comitán,1,Trinitaria,83,Socoltenango,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,27,15,0,76.5,5.1,3925.82,300325.23
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,1,Otoño-Invierno,1,Riego,200201,Tonelada,6840000,Frijol,201,201,0,162.81,0.81,12307.3,2003751.51
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,555,555,0,2550,4.59,3589.25,9152587.5
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),205,205,0,9225,45,8843.8,81584055
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,880,880,0,730.4,0.83,12269.89,8961927.66
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,1805,1805,0,3971,2.2,3873.16,15380318.36
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),198,198,0,13010,65.71,7185.47,93482980
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,50,50,0,155,3.1,15600,2418000
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,3030,3030,0,2333.1,0.77,12400.1,28930673.31
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,19200,19200,0,34900,1.82,3760.49,131241265
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,325,325,0,945,2.91,3400,3213000
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,406,391,0,4203,10.75,15076.21,63365310.63
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,893,893,0,993.3,1.11,4347.31,4318183.02
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,20,12,0,61.2,5.1,6861.44,419920.13
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,174,87,0,432.3,4.97,4110.09,1776789.89
2016,7,Chiapas,20,Comitán,1,Trinitaria,99,La Trinitaria,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,7,7,0,31.15,4.45,2717.7,84656.36
2016,7,Chiapas,20,Comitán,1,Trinitaria,104,Tzimol,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,52,52,0,167.44,3.22,3523.54,589981.54
2016,7,Chiapas,20,Comitán,1,Trinitaria,104,Tzimol,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,150,150,0,123,0.82,12393.45,1524394.35
2016,7,Chiapas,20,Comitán,1,Trinitaria,104,Tzimol,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,2850,2850,0,5500,1.93,3762.29,20692595
2016,7,Chiapas,20,Comitán,1,Trinitaria,104,Tzimol,3,Perennes,1,Riego,200201,Tonelada,5820000,Caña de azúcar,2390,2390,0,229920,96.2,625.3,143768976
2016,7,Chiapas,20,Comitán,1,Trinitaria,104,Tzimol,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,41,24,0,245,10.21,15081.64,3695001.8
2016,7,Chiapas,20,Comitán,1,Trinitaria,104,Tzimol,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,47,25,0,128.75,5.15,3964.08,510375.3
2016,7,Chiapas,20,Comitán,2,San Gregorio,30,Chicomuselo,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,33,33,0,27.39,0.83,12187.08,333804.12
2016,7,Chiapas,20,Comitán,2,San Gregorio,30,Chicomuselo,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,550,550,0,1710.5,3.11,9945.32,17011469.86
